ID,LIMIT_BAL,AGE,PAY_0,BILL_AMT1,PAY_AMT1,actual_default,predicted_default_probability,risk_segment
500,20000,38,0,15912,1623,0,0.5348990689804838,High
20648,200000,37,0,103715,3942,0,0.23012189426192106,Low
20693,50000,29,0,13200,1506,0,0.41588151022565645,Elevated
8404,470000,31,0,22988,10363,0,0.23012189426192106,Low
14320,310000,37,0,190704,7787,0,0.23012189426192106,Low
6404,100000,27,0,53423,1958,1,0.23012189426192106,Low
18839,320000,27,0,180137,17100,0,0.3697892966663365,Elevated
2114,50000,33,0,48058,2097,1,0.41588151022565645,Elevated
14562,60000,38,0,3059,291,0,0.4787548264965612,High
20772,20000,44,0,8843,1115,0,0.4787548264965612,High
15655,120000,40,0,326,326,0,0.4787548264965612,High
15049,340000,42,0,13454,15074,0,0.2969376556285609,Moderate
4230,30000,49,0,2273,2000,1,0.41588151022565645,Elevated
22403,100000,28,1,-4894,0,0,0.6088952019010146,High
15848,200000,28,0,197142,9197,0,0.23012189426192106,Low
872,80000,40,0,35660,2000,0,0.23012189426192106,Low
26954,200000,44,0,71656,1714,0,0.2969376556285609,Moderate
28560,400000,39,0,1991,2920,1,0.347541273276117,Elevated
18591,400000,24,0,14925,5000,0,0.23012189426192106,Low
7786,100000,48,2,10514,13008,1,0.8837290745778793,Very High
12836,120000,39,2,114647,5000,1,0.8837290745778793,Very High
25252,290000,25,0,57445,2000,0,0.23012189426192106,Low
997,140000,45,0,39716,1600,0,0.2969376556285609,Moderate
13178,300000,34,2,2500,0,1,0.8837290745778793,Very High
25421,20000,27,2,17311,0,1,0.8837290745778793,Very High
4956,180000,46,0,160580,13714,1,0.23012189426192106,Low
3303,20000,23,1,17529,0,1,0.7132952380403815,Very High
442,100000,32,0,83831,4000,0,0.23012189426192106,Low
991,50000,39,0,58300,7876,0,0.570501077187048,High
4566,100000,60,0,101761,3856,1,0.23012189426192106,Low
18961,200000,29,0,-792,0,1,0.4787548264965612,High
27487,30000,57,0,24911,1750,1,0.38283804163614554,Elevated
9780,150000,25,0,150562,5196,0,0.23012189426192106,Low
3697,50000,23,0,13717,2008,0,0.41588151022565645,Elevated
10621,20000,23,0,9410,7120,0,0.41588151022565645,Elevated
11336,220000,31,0,332,333,0,0.4787548264965612,High
4396,50000,23,0,1413,0,0,0.4787548264965612,High
12211,80000,39,0,46401,1560,0,0.2969376556285609,Moderate
9402,120000,54,0,67094,3000,0,0.23012189426192106,Low
25693,360000,46,0,15219,26796,0,0.23012189426192106,Low
6600,120000,30,0,53456,2058,0,0.23012189426192106,Low
22454,180000,44,0,123100,6102,0,0.3026740989175491,Moderate
26270,110000,41,0,104740,5000,0,0.23012189426192106,Low
18345,20000,21,0,2798,2000,0,0.41588151022565645,Elevated
23951,70000,26,1,8587,1100,0,0.7132952380403815,Very High
9192,350000,44,2,52949,3682,0,0.8837290745778793,Very High
16941,180000,51,0,134327,6015,1,0.23012189426192106,Low
9090,180000,31,4,83020,3500,1,0.7964088951003658,Very High
5367,20000,29,1,20832,0,0,0.7132952380403815,Very High
177,80000,30,0,6187,504,0,0.4787548264965612,High
5959,350000,55,0,5961,6326,0,0.2969376556285609,Moderate
27349,290000,37,0,-17,3482,0,0.347541273276117,Elevated
4242,30000,30,0,27851,2100,0,0.41588151022565645,Elevated
19247,100000,38,2,36414,2000,0,0.8837290745778793,Very High
20788,500000,34,0,32282,5000,0,0.23012189426192106,Low
2805,120000,30,0,686,686,0,0.4787548264965612,High
25610,190000,28,0,0,2278,0,0.2969376556285609,Moderate
15778,10000,25,1,8599,1400,1,0.7132952380403815,Very High
4433,30000,42,3,27669,0,0,0.9260126453015733,Very High
5049,80000,30,2,72183,10895,1,0.9260126453015733,Very High
11289,50000,23,0,47038,10020,0,0.38283804163614554,Elevated
23458,80000,41,0,3526,10129,0,0.23012189426192106,Low
22889,400000,37,0,49447,30000,0,0.23012189426192106,Low
20190,310000,42,0,-2123,260000,0,0.23012189426192106,Low
26121,50000,30,0,42326,1500,0,0.4787548264965612,High
17112,20000,26,1,20224,0,0,0.7132952380403815,Very High
28739,240000,31,0,184,0,0,0.347541273276117,Elevated
29467,50000,29,1,5931,0,0,0.7735534076852892,Very High
12273,310000,29,0,44592,2000,0,0.2969376556285609,Moderate
4079,240000,31,0,1051,475,0,0.4787548264965612,High
22874,230000,39,0,7479,31280,0,0.23012189426192106,Low
26271,360000,43,0,4392,0,1,0.347541273276117,Elevated
12213,100000,45,0,1480,916,0,0.4787548264965612,High
26813,290000,30,0,10823,3000,0,0.2969376556285609,Moderate
2672,320000,38,1,0,0,1,0.6088952019010146,High
12702,200000,25,0,190123,8487,0,0.23012189426192106,Low
17559,30000,45,1,13440,1000,0,0.8800187576626742,Very High
12801,10000,36,0,6470,1200,1,0.4787548264965612,High
29188,180000,29,0,177554,6500,0,0.23012189426192106,Low
961,380000,43,1,8201,39,1,0.5382018784947318,High
18253,100000,60,0,4814,3591,1,0.7549348273892288,Very High
28624,200000,31,0,76621,6808,0,0.5348990689804838,High
27731,30000,25,3,9095,1500,1,0.9260126453015733,Very High
9310,380000,38,0,88112,4569,0,0.23012189426192106,Low
3726,20000,53,2,19369,3900,0,0.8837290745778793,Very High
3721,80000,46,1,0,0,1,0.6088952019010146,High
28044,180000,28,2,117328,4117,0,0.8837290745778793,Very High
12811,50000,25,1,27796,0,1,0.7735534076852892,Very High
29304,30000,26,1,-185,28924,0,0.6088952019010146,High
5379,150000,26,0,144614,6700,0,0.23012189426192106,Low
25929,230000,39,0,0,0,1,0.4787548264965612,High
5852,130000,29,0,62530,2272,0,0.23012189426192106,Low
11095,300000,38,0,5848,24718,0,0.23012189426192106,Low
8814,160000,37,0,12037,5123,0,0.23012189426192106,Low
15084,420000,32,0,11728,8904,0,0.23012189426192106,Low
27573,500000,54,0,493251,18725,0,0.23012189426192106,Low
1035,60000,39,1,-1540,0,0,0.3396499288321693,Moderate
15723,250000,44,0,254933,8754,0,0.23012189426192106,Low
1760,50000,26,1,0,0,0,0.6088952019010146,High
15889,80000,35,0,63706,5660,0,0.6832214599145177,Very High
22308,300000,27,0,1890,1570,0,0.2969376556285609,Moderate
4111,90000,29,0,13770,1522,0,0.23012189426192106,Low
6657,270000,30,1,0,2900,0,0.3396499288321693,Moderate
4171,140000,27,0,13497,15688,0,0.23012189426192106,Low
26676,50000,24,0,50603,2500,0,0.38283804163614554,Elevated
10727,140000,35,0,142119,6000,0,0.23012189426192106,Low
14861,80000,34,2,78489,0,0,0.8837290745778793,Very High
12579,500000,56,0,22981,97345,0,0.23012189426192106,Low
12775,20000,23,2,18495,3000,1,0.9260126453015733,Very High
15310,140000,39,1,0,797,0,0.3396499288321693,Moderate
6748,150000,37,0,4787,1054,0,0.4787548264965612,High
25297,80000,24,0,72383,3500,0,0.23012189426192106,Low
3622,210000,36,0,54717,2017,0,0.23012189426192106,Low
536,60000,25,0,480,1675,0,0.38283804163614554,Elevated
17424,20000,36,0,14822,3641,1,0.570501077187048,High
10733,260000,32,0,169734,6568,1,0.23012189426192106,Low
19267,200000,37,0,313,0,0,0.4787548264965612,High
27089,50000,44,0,3201,0,1,0.38283804163614554,Elevated
7232,180000,45,0,119109,6000,0,0.23012189426192106,Low
9798,370000,34,0,206161,10000,0,0.23012189426192106,Low
7191,100000,33,0,61089,30010,0,0.23012189426192106,Low
2404,320000,32,0,752,0,1,0.347541273276117,Elevated
6141,450000,53,0,2542,2557,0,0.2969376556285609,Moderate
25631,230000,30,0,64062,5000,0,0.23012189426192106,Low
18878,220000,30,0,45346,1947,0,0.23012189426192106,Low
4762,160000,30,0,160388,142159,0,0.23012189426192106,Low
21901,120000,27,2,113354,6200,1,0.8837290745778793,Very High
20793,220000,49,0,540,1158,0,0.347541273276117,Elevated
25714,110000,33,0,103195,5200,1,0.23012189426192106,Low
24460,270000,31,0,21129,1697,0,0.6832214599145177,Very High
21902,140000,27,0,14997,2000,0,0.23012189426192106,Low
29964,610000,31,0,348392,323014,0,0.3697892966663365,Elevated
6497,50000,46,0,6066,1200,0,0.4787548264965612,High
21220,50000,49,0,41638,2000,0,0.38283804163614554,Elevated
3170,50000,46,0,48797,2000,0,0.41588151022565645,Elevated
10494,30000,25,0,836,836,0,0.4787548264965612,High
22251,60000,25,0,7885,1500,1,0.38283804163614554,Elevated
12670,60000,55,0,0,0,0,0.4787548264965612,High
990,50000,54,1,62847,2100,0,0.7132952380403815,Very High
15301,150000,40,0,213638,7877,0,0.23012189426192106,Low
15498,150000,34,1,52692,3000,1,0.7735534076852892,Very High
10658,200000,30,0,0,0,0,0.4787548264965612,High
3280,170000,48,0,18727,66513,0,0.23012189426192106,Low
5762,300000,39,1,6077,29,0,0.5382018784947318,High
875,20000,40,0,2946,0,0,0.4787548264965612,High
19595,200000,35,0,20375,1089,0,0.4787548264965612,High
9527,320000,28,0,11684,1135,0,0.347541273276117,Elevated
17506,390000,33,0,45818,100000,0,0.23012189426192106,Low
7093,220000,41,0,32016,2004,1,0.23012189426192106,Low
14563,240000,39,4,47739,0,1,0.9260126453015733,Very High
29067,30000,56,0,29261,1500,0,0.38283804163614554,Elevated
12596,30000,38,0,14095,1255,0,0.4787548264965612,High
17421,200000,46,1,30783,3058,0,0.5382018784947318,High
21325,150000,50,0,829,18400,0,0.23012189426192106,Low
2382,400000,44,0,95719,4652,0,0.23012189426192106,Low
22425,180000,40,0,0,0,0,0.4787548264965612,High
6746,310000,26,0,40604,3000,0,0.23012189426192106,Low
26691,110000,26,0,58301,2179,0,0.23012189426192106,Low
26325,380000,40,0,4366,2566,1,0.347541273276117,Elevated
2093,20000,23,0,10103,1205,0,0.4787548264965612,High
2262,100000,30,0,46675,1800,1,0.23012189426192106,Low
14168,100000,28,0,1215,1042,1,0.4787548264965612,High
728,450000,33,0,-14,2582,0,0.2969376556285609,Moderate
15097,50000,38,0,13921,1500,0,0.38283804163614554,Elevated
4195,290000,43,0,294475,12021,0,0.23012189426192106,Low
23897,150000,22,0,82791,3187,0,0.23012189426192106,Low
16995,50000,24,2,48690,2078,1,0.8837290745778793,Very High
5362,230000,34,0,131887,5005,0,0.23012189426192106,Low
18234,400000,57,0,17253,160002,0,0.23012189426192106,Low
221,360000,40,2,105167,12000,1,0.8837290745778793,Very High
26460,20000,49,0,13561,1543,1,0.41588151022565645,Elevated
1057,190000,33,1,115056,0,0,0.5382018784947318,High
15670,210000,29,0,0,0,0,0.347541273276117,Elevated
10136,40000,24,0,780,0,1,0.4787548264965612,High
17012,70000,23,1,72306,4,0,0.7132952380403815,Very High
24623,260000,38,0,94152,4150,0,0.23012189426192106,Low
29617,280000,45,0,14493,1596,0,0.2969376556285609,Moderate
1936,460000,35,0,449790,17610,0,0.23012189426192106,Low
13904,290000,50,1,0,0,0,0.6088952019010146,High
2336,50000,29,0,29719,1815,0,0.38283804163614554,Elevated
13706,50000,21,0,47285,2108,0,0.38283804163614554,Elevated
19709,180000,28,0,131007,5000,0,0.23012189426192106,Low
4554,350000,32,0,19637,242247,0,0.23012189426192106,Low
11246,500000,40,2,267116,10100,1,0.9260126453015733,Very High
29582,380000,37,0,2302,7500,0,0.23012189426192106,Low
4529,200000,31,0,167358,11000,0,0.5348990689804838,High
24796,120000,48,0,13544,3000,0,0.347541273276117,Elevated
24129,110000,27,0,107339,3873,0,0.23012189426192106,Low
11343,20000,41,2,17213,2400,1,0.9260126453015733,Very High
9599,340000,33,0,8427,10300,0,0.23012189426192106,Low
23384,110000,35,0,1245,1245,0,0.4787548264965612,High
314,200000,49,0,52439,0,1,0.5348990689804838,High
5714,30000,22,3,30078,87,0,0.9260126453015733,Very High
7091,120000,29,0,114538,6000,0,0.23012189426192106,Low
14723,80000,30,2,41687,2000,1,0.9260126453015733,Very High
12833,110000,26,0,110925,5607,0,0.23012189426192106,Low
9106,180000,34,0,181385,8194,1,0.23012189426192106,Low
18249,60000,50,0,59703,2047,0,0.38283804163614554,Elevated
19718,280000,35,0,5716,0,0,0.347541273276117,Elevated
14801,110000,36,0,2509,1260,1,0.4787548264965612,High
24938,450000,37,1,387192,0,1,0.5382018784947318,High
1552,230000,29,0,30818,2000,0,0.23012189426192106,Low
28425,220000,31,0,124281,10000,0,0.23012189426192106,Low
17729,50000,51,0,44664,4110,0,0.570501077187048,High
3719,20000,47,0,1343,1547,0,0.41588151022565645,Elevated
22863,150000,31,2,17893,3400,1,0.8837290745778793,Very High
1706,20000,32,0,3677,2400,1,0.7549348273892288,Very High
6061,170000,36,0,248,1416,0,0.6550539400917675,Very High
4198,160000,25,0,21570,7545,0,0.23012189426192106,Low
16769,50000,35,3,150,0,0,0.6670123550244665,Very High
25995,230000,42,1,6087,16050,0,0.5087149171511306,High
29916,10000,32,2,9299,1132,0,0.8837290745778793,Very High
26204,210000,33,0,1723,0,0,0.4787548264965612,High
6110,200000,39,0,193162,7294,0,0.23012189426192106,Low
22361,180000,31,0,0,2813,0,0.347541273276117,Elevated
17030,50000,24,0,50649,1905,0,0.38283804163614554,Elevated
18758,160000,30,1,151270,6000,0,0.7735534076852892,Very High
9626,20000,24,0,13470,1500,1,0.4787548264965612,High
1160,80000,26,1,77389,0,0,0.7132952380403815,Very High
25847,80000,27,0,80658,3800,0,0.23012189426192106,Low
11589,280000,30,0,651,1650,0,0.2969376556285609,Moderate
23285,290000,49,0,52894,21560,0,0.2969376556285609,Moderate
11334,20000,24,2,14750,0,1,0.9260126453015733,Very High
22446,280000,38,0,6491,4041,0,0.347541273276117,Elevated
2582,140000,43,1,147560,3,0,0.7132952380403815,Very High
28769,500000,37,0,80846,3032,0,0.23012189426192106,Low
17586,20000,39,2,15307,0,1,0.9260126453015733,Very High
26142,360000,30,0,11816,10000,0,0.23012189426192106,Low
11593,260000,27,0,399,399,0,0.4787548264965612,High
5987,210000,33,0,1971,822,1,0.4787548264965612,High
27476,50000,49,0,48960,2255,0,0.38283804163614554,Elevated
13738,300000,37,0,4926,2855,0,0.347541273276117,Elevated
11510,170000,34,0,113270,6000,0,0.23012189426192106,Low
12132,70000,23,2,69074,2875,1,0.8837290745778793,Very High
20225,50000,52,3,49534,0,0,0.8837290745778793,Very High
16280,130000,33,0,108984,3775,0,0.23012189426192106,Low
6679,20000,42,0,16560,1293,1,0.4787548264965612,High
16418,280000,43,0,273535,12000,0,0.23012189426192106,Low
26505,400000,49,0,389,390,0,0.2712812631662762,Moderate
7705,200000,38,0,180486,7000,0,0.3026740989175491,Moderate
23809,30000,54,1,0,0,0,0.8499312992672737,Very High
24266,370000,31,0,35605,5000,0,0.23012189426192106,Low
12447,150000,58,0,4473,3273,0,0.347541273276117,Elevated
2977,110000,32,0,34000,223,1,0.4787548264965612,High
4581,120000,43,0,33131,2000,0,0.2969376556285609,Moderate
10863,50000,42,1,-4,0,0,0.5087149171511306,High
25047,370000,52,0,242132,5600,0,0.23012189426192106,Low
20238,20000,52,0,18652,1300,0,0.4787548264965612,High
8120,150000,29,0,46745,20995,0,0.23012189426192106,Low
29781,100000,29,0,51183,0,0,0.347541273276117,Elevated
6456,80000,28,1,53541,2600,0,0.7735534076852892,Very High
27398,300000,45,0,836,390,0,0.4787548264965612,High
4805,50000,38,0,22619,2000,0,0.38283804163614554,Elevated
7055,50000,24,0,49982,1963,0,0.38283804163614554,Elevated
2024,100000,39,0,29449,55139,0,0.23012189426192106,Low
24768,80000,39,2,59999,2800,1,0.8837290745778793,Very High
22898,100000,31,2,41052,2000,1,0.9260126453015733,Very High
17892,100000,29,2,43531,2600,1,0.9260126453015733,Very High
19285,70000,32,2,34640,2000,1,0.8837290745778793,Very High
12712,250000,35,0,88132,3500,0,0.23012189426192106,Low
8780,360000,26,0,0,0,0,0.4787548264965612,High
10580,360000,31,0,12521,18843,0,0.23012189426192106,Low
22129,220000,28,0,94311,4319,0,0.5348990689804838,High
14141,240000,27,1,21260,0,0,0.5382018784947318,High
28643,150000,38,0,109244,3506,0,0.23012189426192106,Low
21825,290000,25,0,11102,9358,0,0.23012189426192106,Low
21019,10000,46,0,8866,1143,0,0.4787548264965612,High
23867,180000,28,0,148735,6000,0,0.23012189426192106,Low
20121,100000,42,0,117464,2962,1,0.23012189426192106,Low
12979,100000,44,0,11119,3000,0,0.6550539400917675,Very High
4420,450000,28,0,108,0,0,0.347541273276117,Elevated
13063,50000,48,0,45163,1500,0,0.38283804163614554,Elevated
19502,170000,39,0,1803,218,0,0.347541273276117,Elevated
25300,30000,23,0,24607,1700,0,0.41588151022565645,Elevated
11612,240000,35,0,227457,9000,0,0.23012189426192106,Low
13768,50000,28,0,2926,1254,0,0.4787548264965612,High
22997,500000,39,0,4419,2584,0,0.347541273276117,Elevated
1173,220000,38,0,20000,3450,0,0.347541273276117,Elevated
1349,300000,34,0,19357,5032,0,0.23012189426192106,Low
22339,120000,25,0,70282,4000,0,0.23012189426192106,Low
21597,80000,25,0,177,1200,0,0.2712812631662762,Moderate
1005,150000,30,0,456,9664,1,0.23012189426192106,Low
9891,50000,42,0,12751,22660,0,0.41588151022565645,Elevated
29823,100000,46,0,60799,2036,0,0.2969376556285609,Moderate
14497,60000,56,0,26344,1446,1,0.4787548264965612,High
10653,50000,25,0,43259,1405,0,0.4787548264965612,High
19917,30000,49,0,3340,0,0,0.4787548264965612,High
15694,360000,29,0,109997,100000,0,0.23012189426192106,Low
22028,240000,29,0,41923,1779,0,0.2969376556285609,Moderate
7946,20000,37,0,17450,3200,1,0.570501077187048,High
16457,30000,62,0,18563,1700,1,0.38283804163614554,Elevated
2256,30000,24,2,27954,0,0,0.8837290745778793,Very High
15089,20000,37,3,20334,0,0,0.8837290745778793,Very High
20176,200000,34,0,7271,2000,0,0.23012189426192106,Low
1491,130000,28,0,36108,3000,0,0.23012189426192106,Low
26090,220000,39,0,2342,1122,0,0.347541273276117,Elevated
15758,80000,22,2,79026,4400,1,0.8837290745778793,Very High
26728,160000,24,0,77838,3300,0,0.23012189426192106,Low
972,130000,33,0,133461,7010,0,0.23012189426192106,Low
23319,310000,31,0,313956,11000,1,0.23012189426192106,Low
8254,240000,45,0,237868,8932,0,0.23012189426192106,Low
524,140000,42,0,111496,6022,1,0.23012189426192106,Low
9080,50000,26,1,48481,0,0,0.7735534076852892,Very High
1580,120000,38,0,4100,7270,0,0.2969376556285609,Moderate
20239,30000,61,2,24453,0,0,0.8837290745778793,Very High
14635,310000,28,0,153620,6603,0,0.23012189426192106,Low
25497,500000,29,0,110651,3005,0,0.23012189426192106,Low
3015,200000,35,0,7429,24325,0,0.23012189426192106,Low
24401,140000,38,2,53797,2700,1,0.9260126453015733,Very High
24726,150000,31,0,0,648,0,0.4787548264965612,High
28949,270000,39,0,3073,1816,0,0.2969376556285609,Moderate
7864,120000,37,0,68329,5000,0,0.23012189426192106,Low
27353,70000,30,1,0,11609,0,0.3396499288321693,Moderate
29151,360000,61,2,353176,13869,1,0.8837290745778793,Very High
12627,80000,55,0,82567,3121,0,0.23012189426192106,Low
15021,70000,45,1,9728,0,0,0.8800187576626742,Very High
24614,150000,33,0,27221,5000,0,0.23012189426192106,Low
26917,130000,39,3,130819,0,0,0.8837290745778793,Very High
24616,90000,31,0,67776,4023,0,0.23012189426192106,Low
4878,50000,49,0,25277,3000,0,0.38283804163614554,Elevated
3392,350000,43,0,0,0,0,0.4787548264965612,High
1579,210000,36,1,0,1690,0,0.3396499288321693,Moderate
8600,20000,46,1,16626,0,1,0.7132952380403815,Very High
28521,50000,47,0,9532,5000,0,0.7549348273892288,Very High
27315,30000,37,0,29104,2000,1,0.38283804163614554,Elevated
9096,200000,36,1,0,0,1,0.6088952019010146,High
247,250000,75,0,52874,1631,0,0.2969376556285609,Moderate
8004,160000,30,0,2720,1280,0,0.347541273276117,Elevated
6836,190000,31,0,8121,0,0,0.6550539400917675,Very High
22353,350000,32,0,260076,9501,0,0.23012189426192106,Low
21529,100000,23,0,6584,2500,0,0.2969376556285609,Moderate
27444,150000,33,0,6146,0,0,0.347541273276117,Elevated
21229,20000,49,0,19111,1286,0,0.4787548264965612,High
4921,30000,26,0,27376,1500,0,0.5348990689804838,High
18528,40000,26,0,37423,3967,0,0.570501077187048,High
6989,50000,51,1,48091,1,1,0.7132952380403815,Very High
9004,30000,25,1,30347,0,0,0.7132952380403815,Very High
16267,190000,46,0,124245,4536,0,0.23012189426192106,Low
28686,100000,31,0,101458,3800,1,0.23012189426192106,Low
5035,50000,23,0,48064,2091,1,0.41588151022565645,Elevated
7127,20000,31,0,1572,1386,0,0.4787548264965612,High
13679,20000,22,0,19356,1485,0,0.4787548264965612,High
913,140000,46,0,68075,3000,0,0.23012189426192106,Low
2152,150000,24,0,1050,3258,0,0.347541273276117,Elevated
9421,260000,30,0,1943,855,0,0.347541273276117,Elevated
22754,70000,40,2,64744,2361,1,0.8837290745778793,Very High
9967,170000,33,0,166348,7354,0,0.23012189426192106,Low
9448,200000,29,0,99,99,0,0.4787548264965612,High
3873,30000,49,2,26343,1500,0,0.9260126453015733,Very High
25172,50000,22,0,8000,1118,0,0.4787548264965612,High
29143,80000,52,0,88819,2990,0,0.23012189426192106,Low
26861,230000,38,0,7904,864,0,0.4787548264965612,High
15936,30000,25,2,28766,0,1,0.9260126453015733,Very High
28803,140000,34,0,1500,0,0,0.2712812631662762,Moderate
11354,310000,40,0,180225,10000,0,0.23012189426192106,Low
28225,450000,33,0,0,0,0,0.4787548264965612,High
18183,240000,30,0,13989,7976,0,0.23012189426192106,Low
13320,200000,54,0,114643,6000,0,0.23012189426192106,Low
23137,250000,33,0,211084,6934,0,0.23012189426192106,Low
18278,180000,58,2,36086,2000,1,0.9260126453015733,Very High
2046,110000,26,2,58112,0,1,0.9260126453015733,Very High
24422,240000,34,0,242805,10000,0,0.23012189426192106,Low
6095,80000,26,0,666,666,1,0.4787548264965612,High
21562,30000,23,2,27997,1800,0,0.8837290745778793,Very High
29119,200000,49,2,570,52439,1,0.6670123550244665,Very High
12459,360000,32,0,2500,0,0,0.4787548264965612,High
28096,150000,41,0,316,316,0,0.4787548264965612,High
16939,90000,55,0,30789,1514,0,0.2969376556285609,Moderate
16272,110000,28,0,10048,2000,0,0.23012189426192106,Low
15425,360000,27,3,245135,8000,1,0.8837290745778793,Very High
26032,290000,29,0,7324,1130,0,0.4787548264965612,High
18710,30000,26,0,27110,1455,1,0.38283804163614554,Elevated
9001,50000,36,0,47911,2166,0,0.41588151022565645,Elevated
16471,240000,58,0,7217,8210,0,0.23012189426192106,Low
22059,90000,27,0,3000,0,0,0.4787548264965612,High
2544,230000,34,0,2329,1894,0,0.347541273276117,Elevated
1212,160000,26,0,390,390,0,0.4787548264965612,High
22764,220000,26,0,68090,4039,0,0.23012189426192106,Low
13040,210000,31,0,182501,9000,0,0.23012189426192106,Low
23896,130000,29,1,88766,5000,1,0.7735534076852892,Very High
2330,90000,36,0,89309,5000,0,0.23012189426192106,Low
1592,50000,33,1,49617,1813,0,0.7132952380403815,Very High
19648,500000,31,1,0,5377,0,0.3396499288321693,Moderate
13356,130000,27,0,92043,2850,0,0.2969376556285609,Moderate
6658,20000,26,2,17368,0,0,0.8837290745778793,Very High
27567,100000,52,1,15420,2000,0,0.8800187576626742,Very High
18041,50000,47,0,2840,1000,0,0.38283804163614554,Elevated
14647,20000,25,2,16923,4000,0,0.8837290745778793,Very High
13523,160000,36,0,2992,1300,0,0.347541273276117,Elevated
29838,500000,34,0,494356,17438,0,0.23012189426192106,Low
9672,170000,48,2,2400,0,0,0.9260126453015733,Very High
26157,290000,32,0,169108,7118,0,0.23012189426192106,Low
1449,10000,34,0,8813,2148,0,0.41588151022565645,Elevated
10825,50000,23,0,496,454,0,0.4787548264965612,High
24493,180000,39,0,51496,1838,0,0.23012189426192106,Low
14900,200000,49,0,51024,10000,0,0.23012189426192106,Low
20824,70000,38,0,68370,2682,1,0.38283804163614554,Elevated
17435,50000,32,0,1442,1444,0,0.4787548264965612,High
1675,440000,37,0,4330,8369,0,0.23012189426192106,Low
3423,80000,35,0,26994,2000,0,0.23012189426192106,Low
15184,80000,25,0,4418,3000,0,0.23012189426192106,Low
27704,110000,25,2,2729,4340,1,0.8837290745778793,Very High
8325,100000,40,0,10228,50836,0,0.23012189426192106,Low
8609,30000,32,3,31895,0,0,0.8837290745778793,Very High
1054,70000,41,0,70476,2700,0,0.38283804163614554,Elevated
6792,20000,22,1,-50,0,0,0.3396499288321693,Moderate
8990,210000,34,0,149092,7000,0,0.23012189426192106,Low
22057,50000,29,1,26293,0,0,0.7132952380403815,Very High
18899,140000,28,0,108018,1000,1,0.23012189426192106,Low
20273,190000,48,2,90128,4500,1,0.8837290745778793,Very High
10820,30000,23,0,1393,1393,0,0.4787548264965612,High
20846,270000,42,0,6532,3923,0,0.23012189426192106,Low
4503,70000,27,1,71570,0,1,0.7132952380403815,Very High
22102,50000,28,0,52775,2500,1,0.38283804163614554,Elevated
28907,140000,40,1,0,1220,0,0.3396499288321693,Moderate
2110,60000,22,0,11718,1000,0,0.20287159931475213,Low
11603,10000,50,0,10043,1194,0,0.4787548264965612,High
15713,170000,37,0,0,0,0,0.4787548264965612,High
10427,500000,40,0,2121,0,0,0.4787548264965612,High
7528,50000,49,0,7282,1300,0,0.6832214599145177,Very High
21221,200000,41,2,1075,11000,0,0.9260126453015733,Very High
12783,130000,29,0,132214,5500,0,0.23012189426192106,Low
16948,30000,56,0,29060,1030,0,0.4787548264965612,High
15363,330000,29,0,132702,6972,0,0.23012189426192106,Low
29456,20000,30,1,-300,0,0,0.6088952019010146,High
22683,310000,39,0,4934,1275,0,0.4787548264965612,High
24842,370000,36,0,47269,2000,0,0.23012189426192106,Low
11010,180000,26,0,873,7233,0,0.23012189426192106,Low
11826,210000,30,1,0,0,1,0.6088952019010146,High
23477,480000,32,0,11872,40000,0,0.23012189426192106,Low
28505,50000,46,0,390,390,0,0.4787548264965612,High
25178,50000,22,1,20065,1600,0,0.7132952380403815,Very High
27957,160000,29,0,20193,3250,0,0.347541273276117,Elevated
12337,50000,38,0,22178,1700,0,0.38283804163614554,Elevated
14308,500000,49,0,207406,15000,0,0.23012189426192106,Low
6537,50000,29,0,98492,2477,0,0.38283804163614554,Elevated
1421,200000,31,0,6618,1900,0,0.23012189426192106,Low
26774,50000,25,2,61143,3000,1,0.8837290745778793,Very High
7236,20000,53,0,8847,1500,0,0.4787548264965612,High
28441,120000,34,0,119884,4545,0,0.23012189426192106,Low
26490,170000,51,0,154278,10000,0,0.23012189426192106,Low
670,20000,30,2,5766,2000,1,0.8837290745778793,Very High
13746,280000,34,1,0,0,0,0.6088952019010146,High
6996,30000,41,0,16098,1597,1,0.5348990689804838,High
1303,50000,30,0,50332,4210,0,0.570501077187048,High
29075,20000,54,1,14930,11,1,0.7132952380403815,Very High
16804,200000,40,0,66052,3800,0,0.23012189426192106,Low
11749,100000,34,1,46092,0,0,0.7735534076852892,Very High
8260,60000,23,0,63709,2351,1,0.41588151022565645,Elevated
25564,480000,31,0,241989,9960,0,0.23012189426192106,Low
23550,50000,39,0,48651,2200,0,0.38283804163614554,Elevated
9336,470000,30,0,290137,15128,0,0.23012189426192106,Low
22469,30000,44,0,28467,1814,1,0.41588151022565645,Elevated
3848,170000,48,0,170845,6800,0,0.23012189426192106,Low
24693,170000,45,0,2610,0,0,0.2712812631662762,Moderate
15162,50000,25,0,33703,1800,0,0.38283804163614554,Elevated
13720,30000,27,2,26648,1600,0,0.9260126453015733,Very High
18367,20000,23,0,1207,0,0,0.4787548264965612,High
23110,130000,42,1,117391,5400,0,0.7735534076852892,Very High
27276,200000,44,0,4735,3679,0,0.347541273276117,Elevated
19407,260000,36,0,7258,2037,0,0.23012189426192106,Low
4223,30000,38,2,69707,4000,0,0.8837290745778793,Very High
17057,30000,22,0,14533,3002,0,0.38283804163614554,Elevated
671,30000,34,2,99568,33000,0,0.9260126453015733,Very High
